M35027.1	12069	12569	2422049
M35027.1	12569	13069	2226555
M35027.1	13069	13569	2531879
M35027.1	13569	14069	1792758
M35027.1	14069	14569	2237861
M35027.1	14569	15069	2136749
M35027.1	15069	15569	2309953
M35027.1	15569	16069	1893381
M35027.1	16069	16569	2084031
M35027.1	16569	17069	1924521
M35027.1	17069	17569	1922524
M35027.1	17569	18069	2140725
M35027.1	18069	18569	2776856
M35027.1	18569	19069	2629115
M35027.1	19069	19569	2441794
M35027.1	19569	20069	2480502
M35027.1	20069	20569	2481749
M35027.1	20569	21069	2697887
M35027.1	21069	21569	2237841
M35027.1	21569	22069	2582767
M35027.1	22069	22569	3022460
M35027.1	22569	23069	2669928
M35027.1	23069	23569	2612223
M35027.1	23569	24069	2366502
M35027.1	24069	24569	2092569
M35027.1	24569	25069	2382387
M35027.1	25069	25569	2341183
M35027.1	25569	26069	2178313
M35027.1	26069	26569	2313194
M35027.1	26569	27069	2596888
M35027.1	27069	27569	2210042
M35027.1	27569	28069	2613222
M35027.1	28069	28569	2684691
M35027.1	28569	29069	2596418
M35027.1	29069	29569	2174488
M35027.1	29569	30069	2501815
M35027.1	30069	30569	5557762
M35027.1	30569	31069	4584575
M35027.1	31069	31569	2656324
M35027.1	31569	32069	2550047
M35027.1	32069	32569	2651146
M35027.1	32569	33069	2309547
M35027.1	33069	33569	2572244
M35027.1	33569	34069	2269955
M35027.1	34069	34569	2532499
M35027.1	34569	35069	2693490
M35027.1	35069	35569	2531951
M35027.1	35569	36069	2492723
M35027.1	36069	36569	2303433
M35027.1	36569	37069	2369532
M35027.1	37069	37569	2309080
M35027.1	37569	38069	2640358
M35027.1	38069	38569	1921851
M35027.1	38569	39069	1914715
M35027.1	39069	39569	2449375
M35027.1	39569	40069	2097416
M35027.1	40069	40569	2459262
M35027.1	40569	41069	2356806
M35027.1	41069	41569	2755078
M35027.1	41569	42069	2511004
M35027.1	42069	42569	2609816
M35027.1	42569	43069	2494173
M35027.1	43069	43569	2483929
M35027.1	43569	44069	2381844
M35027.1	44069	44569	2748096
M35027.1	44569	45069	2325409
M35027.1	45069	45569	2416410
M35027.1	45569	46069	1949554
M35027.1	46069	46569	2144812
M35027.1	46569	47069	2560301
M35027.1	47069	47569	2344945
M35027.1	47569	48069	2094800
M35027.1	48069	48569	1916957
M35027.1	48569	49069	2026217
M35027.1	49069	49569	2436143
M35027.1	49569	50069	2264537
M35027.1	50069	50569	2484889
M35027.1	50569	51069	1335305
M35027.1	51069	51569	333834
M35027.1	51569	52069	2712086
M35027.1	52069	52569	2018927
M35027.1	52569	53069	2596688
M35027.1	53069	53569	2173329
M35027.1	53569	54069	2382063
M35027.1	54069	54569	2208242
M35027.1	54569	55069	2262981
M35027.1	55069	55569	2037304
M35027.1	55569	56069	2099089
M35027.1	56069	56569	2677884
M35027.1	56569	57069	2240649
M35027.1	57069	57569	2516761
M35027.1	57569	58069	2757624
M35027.1	58069	58569	2523320
M35027.1	58569	59069	2675061
M35027.1	59069	59569	2645890
M35027.1	59569	60069	2009963
M35027.1	60069	60569	2351479
M35027.1	60569	61069	2320394
M35027.1	61069	61569	2743293
M35027.1	61569	62069	2155336
M35027.1	62069	62569	2370280
M35027.1	62569	63069	2276249
M35027.1	63069	63569	2607969
M35027.1	63569	64069	2135242
M35027.1	64069	64569	2610500
M35027.1	64569	65069	2300226
M35027.1	65069	65569	2576790
