M35027.1	12069	12569	2905061
M35027.1	12569	13069	2977715
M35027.1	13069	13569	2867572
M35027.1	13569	14069	2528983
M35027.1	14069	14569	2675552
M35027.1	14569	15069	2944148
M35027.1	15069	15569	2937033
M35027.1	15569	16069	2749284
M35027.1	16069	16569	2897882
M35027.1	16569	17069	2821944
M35027.1	17069	17569	3043705
M35027.1	17569	18069	2848268
M35027.1	18069	18569	3064810
M35027.1	18569	19069	3201252
M35027.1	19069	19569	2728033
M35027.1	19569	20069	2809953
M35027.1	20069	20569	3079854
M35027.1	20569	21069	2869496
M35027.1	21069	21569	2829987
M35027.1	21569	22069	2696204
M35027.1	22069	22569	3063852
M35027.1	22569	23069	2781496
M35027.1	23069	23569	2906659
M35027.1	23569	24069	2834182
M35027.1	24069	24569	2694333
M35027.1	24569	25069	2712999
M35027.1	25069	25569	2645832
M35027.1	25569	26069	2865088
M35027.1	26069	26569	2773259
M35027.1	26569	27069	2652817
M35027.1	27069	27569	2795845
M35027.1	27569	28069	2789779
M35027.1	28069	28569	2754697
M35027.1	28569	29069	2720151
M35027.1	29069	29569	2458559
M35027.1	29569	30069	3023404
M35027.1	30069	30569	5925341
M35027.1	30569	31069	8480730
M35027.1	31069	31569	7914850
M35027.1	31569	32069	4007510
M35027.1	32069	32569	2439186
M35027.1	32569	33069	2738612
M35027.1	33069	33569	2827366
M35027.1	33569	34069	3110207
M35027.1	34069	34569	3056485
M35027.1	34569	35069	2869920
M35027.1	35069	35569	2875174
M35027.1	35569	36069	2987105
M35027.1	36069	36569	1966433
M35027.1	36569	37069	2396013
M35027.1	37069	37569	2330954
M35027.1	37569	38069	2924644
M35027.1	38069	38569	2542056
M35027.1	38569	39069	2316835
M35027.1	39069	39569	2624279
M35027.1	39569	40069	2030980
M35027.1	40069	40569	2556662
M35027.1	40569	41069	2443431
M35027.1	41069	41569	2639659
M35027.1	41569	42069	2776788
M35027.1	42069	42569	2912329
M35027.1	42569	43069	2807419
M35027.1	43069	43569	2898397
M35027.1	43569	44069	2759266
M35027.1	44069	44569	2703416
M35027.1	44569	45069	2301404
M35027.1	45069	45569	2327681
M35027.1	45569	46069	2466929
M35027.1	46069	46569	2448806
M35027.1	46569	47069	2816928
M35027.1	47069	47569	2595761
M35027.1	47569	48069	2604182
M35027.1	48069	48569	2465336
M35027.1	48569	49069	2472417
M35027.1	49069	49569	2698361
M35027.1	49569	50069	2722730
M35027.1	50069	50569	2788514
M35027.1	50569	51069	1542760
M35027.1	51069	51569	290016
M35027.1	51569	52069	2674937
M35027.1	52069	52569	2411276
M35027.1	52569	53069	2756051
M35027.1	53069	53569	2768796
M35027.1	53569	54069	2570628
M35027.1	54069	54569	2594690
M35027.1	54569	55069	2585766
M35027.1	55069	55569	2469143
M35027.1	55569	56069	2540796
M35027.1	56069	56569	2861841
M35027.1	56569	57069	2313174
M35027.1	57069	57569	2784185
M35027.1	57569	58069	2764074
M35027.1	58069	58569	2811849
M35027.1	58569	59069	2686914
M35027.1	59069	59569	2383604
M35027.1	59569	60069	2271679
M35027.1	60069	60569	2282980
M35027.1	60569	61069	2640726
M35027.1	61069	61569	2678208
M35027.1	61569	62069	2745780
M35027.1	62069	62569	2338877
M35027.1	62569	63069	2298842
M35027.1	63069	63569	2532271
M35027.1	63569	64069	2173744
M35027.1	64069	64569	2378940
M35027.1	64569	65069	2619635
M35027.1	65069	65569	2321482
M35027.1	65569	66069	2503672
M35027.1	66069	66569	2782488
M35027.1	66569	67069	2487198
M35027.1	67069	67569	2283480
M35027.1	67569	68069	2295446
M35027.1	68069	68569	2380817
M35027.1	68569	69069	2519880
M35027.1	69069	69569	2373138
M35027.1	69569	70069	2436317
M35027.1	70069	70569	2638425
M35027.1	70569	71069	2537021
M35027.1	71069	71569	2943646
M35027.1	71569	72069	2863040
M35027.1	72069	72569	2470781
M35027.1	72569	73069	2620932
M35027.1	73069	73569	2461324
M35027.1	73569	74069	2059101
M35027.1	74069	74569	2250303
M35027.1	74569	75069	1928986
M35027.1	75069	75569	2121904
M35027.1	75569	76069	2336786
M35027.1	76069	76569	2522238
M35027.1	76569	77069	2388777
M35027.1	77069	77569	2409430
M35027.1	77569	78069	2761819
M35027.1	78069	78569	2450820
M35027.1	78569	79069	2382298
M35027.1	79069	79569	2529555
M35027.1	79569	80069	2991405
M35027.1	80069	80569	2469698
M35027.1	80569	81069	2498978
M35027.1	81069	81569	2562159
M35027.1	81569	82069	2435968
M35027.1	82069	82569	2395372
M35027.1	82569	83069	2673670
M35027.1	83069	83569	2375502
M35027.1	83569	84069	2383293
M35027.1	84069	84569	2093648
M35027.1	84569	85069	2564227
M35027.1	85069	85569	2619708
M35027.1	85569	86069	2601633
M35027.1	86069	86569	2448004
M35027.1	86569	87069	2478384
M35027.1	87069	87569	2328821
M35027.1	87569	88069	2313894
M35027.1	88069	88569	2320225
M35027.1	88569	89069	2637285
M35027.1	89069	89569	2593791
M35027.1	89569	90069	2640373
M35027.1	90069	90569	2279612
M35027.1	90569	91069	2331494
M35027.1	91069	91569	2177126
M35027.1	91569	92069	2439030
M35027.1	92069	92569	2546013
M35027.1	92569	93069	2294935
M35027.1	93069	93569	2472203
M35027.1	93569	94069	2641254
M35027.1	94069	94569	2313061
M35027.1	94569	95069	2129382
M35027.1	95069	95569	2015788
M35027.1	95569	96069	2285684
M35027.1	96069	96569	2607731
M35027.1	96569	97069	2674264
M35027.1	97069	97569	2391961
M35027.1	97569	98069	2735220
M35027.1	98069	98569	2681976
M35027.1	98569	99069	2070379
M35027.1	99069	99569	2528724
M35027.1	99569	100069	2684433
M35027.1	100069	100569	2578676
M35027.1	100569	101069	2640594
M35027.1	101069	101569	2501531
M35027.1	101569	102069	2651986
M35027.1	102069	102569	2482345
M35027.1	102569	103069	2394809
M35027.1	103069	103569	2367076
M35027.1	103569	104069	2764618
M35027.1	104069	104569	2566198
M35027.1	104569	105069	2613519
M35027.1	105069	105569	2366957
M35027.1	105569	106069	2515557
M35027.1	106069	106569	2533732
M35027.1	106569	107069	2634211
M35027.1	107069	107569	2300348
M35027.1	107569	108069	2381861
M35027.1	108069	108569	2241851
M35027.1	108569	109069	2393617
M35027.1	109069	109569	2438179
M35027.1	109569	110069	2410789
M35027.1	110069	110569	2741614
M35027.1	110569	111069	2649254
M35027.1	111069	111569	2535746
M35027.1	111569	112069	2452363
M35027.1	112069	112569	2500634
M35027.1	112569	113069	2816860
M35027.1	113069	113569	2477669
M35027.1	113569	114069	1905294
M35027.1	114069	114569	2568487
M35027.1	114569	115069	2558937
M35027.1	115069	115569	2633671
M35027.1	115569	116069	2869451
M35027.1	116069	116569	2440886
M35027.1	116569	117069	2549822
M35027.1	117069	117569	2444751
M35027.1	117569	118069	2449349
M35027.1	118069	118569	2506754
M35027.1	118569	119069	2430504
M35027.1	119069	119569	2308326
M35027.1	119569	120069	2372439
M35027.1	120069	120569	2279161
M35027.1	120569	121069	2618403
M35027.1	121069	121569	2636081
M35027.1	121569	122069	2502220
M35027.1	122069	122569	2763755
M35027.1	122569	123069	2791594
M35027.1	123069	123569	2851017
M35027.1	123569	124069	2519403
M35027.1	124069	124569	2930470
M35027.1	124569	125069	2488267
M35027.1	125069	125569	2611523
M35027.1	125569	126069	2439821
M35027.1	126069	126569	2315523
M35027.1	126569	127069	2414787
M35027.1	127069	127569	2341760
M35027.1	127569	128069	2026961
M35027.1	128069	128569	2504642
M35027.1	128569	129069	2941378
